club_name,event_attending,event_date,event_day
arkaoda Berlin,2,2019-03-07,Thu
,1,2019-03-07,Thu
Yaam Berlin,1,2019-03-07,Thu
Beate Uwe,1,2019-03-07,Thu
KitKatClub,28,2018-11-05,Mon
Tresor,26,2018-11-05,Mon
Gretchen,22,2018-11-05,Mon
Minimal Bar,18,2018-11-05,Mon
Crack Bellmer,14,2018-11-05,Mon
Süss War Gestern,5,2018-11-05,Mon
Promenaden Eck,2,2018-11-05,Mon
Salon Zur Wilden Renate,150,2019-03-14,Thu
://about blank,130,2019-03-14,Thu
Griessmuehle,124,2019-03-14,Thu
Diskothek Melancholie 2,65,2019-03-14,Thu
Gretchen,58,2019-03-14,Thu
Klunkerkranich,52,2019-03-14,Thu
Berghain | Panorama Bar | Säule,32,2019-03-14,Thu
Watergate,29,2019-03-14,Thu
Paloma,20,2019-03-14,Thu
Minimal Bar,17,2019-03-14,Thu
Kantine am Berghain,16,2019-03-14,Thu
Crack Bellmer,16,2019-03-14,Thu
Zu Mir Oder Zu Dir,15,2019-03-14,Thu
Acud Macht NEU,11,2019-03-14,Thu
Void Club,8,2019-03-14,Thu
Der Weiße Hase,8,2019-03-14,Thu
Farbfernseher,6,2019-03-14,Thu
Zur Klappe,6,2019-03-14,Thu
AVA Club,5,2019-03-14,Thu
Golden Gate,5,2019-03-14,Thu
Süss War Gestern,3,2019-03-14,Thu
Promenaden Eck,3,2019-03-14,Thu
Solar,2,2019-03-14,Thu
Eschschloraque,1,2019-03-14,Thu
Kaffee Burger,1,2019-03-14,Thu
Panke,1,2019-03-14,Thu
arkaoda Berlin,1,2019-03-14,Thu
Suicide Circus,89,2019-03-05,Tue
Mein Haus Am See,20,2019-03-05,Tue
Minimal Bar,15,2019-03-05,Tue
Void Club,9,2019-03-05,Tue
Süss War Gestern,4,2019-03-05,Tue
Crack Bellmer,4,2019-03-05,Tue
Promenaden Eck,4,2019-03-05,Tue
Maze,3,2019-03-05,Tue
Loophole,3,2019-03-05,Tue
Humboldthain Club,1,2019-03-05,Tue
Cassiopeia,1,2019-03-05,Tue
Ritter Butzke,490,2019-03-16,Sat
Berghain | Panorama Bar | Säule,209,2019-03-16,Sat
Griessmuehle,192,2019-03-16,Sat
://about blank,186,2019-03-16,Sat
Griessmuehle,184,2019-03-16,Sat
Burg Schnabel,122,2019-03-16,Sat
Trauma Bar und Kino,117,2019-03-16,Sat
Suicide Circus,78,2019-03-16,Sat
Salon Zur Wilden Renate,76,2019-03-16,Sat
Köpenicker Strasse 18,75,2019-03-16,Sat
Tresor,66,2019-03-16,Sat
://about blank,63,2019-03-16,Sat
Ziegrastraße 11,61,2019-03-16,Sat
Anomalie Art Club,55,2019-03-16,Sat
Kater Blau,45,2019-03-16,Sat
OHM,39,2019-03-16,Sat
Griessmuehle,30,2019-03-16,Sat
://about blank,30,2019-03-16,Sat
Watergate,29,2019-03-16,Sat
Paloma,26,2019-03-16,Sat
Loophole,24,2019-03-16,Sat
Anomalie Art Club,23,2019-03-16,Sat
AVA Club,20,2019-03-16,Sat
Hoppetosse,19,2019-03-16,Sat
Der Weiße Hase,16,2019-03-16,Sat
Minimal Bar,16,2019-03-16,Sat
Paloma,15,2019-03-16,Sat
Mensch Meier,15,2019-03-16,Sat
Fitzroy,14,2019-03-16,Sat
OST,14,2019-03-16,Sat
Ziegrastraße 11,13,2019-03-16,Sat
Humboldthain Club,13,2019-03-16,Sat
Void Club,12,2019-03-16,Sat
Birgit,12,2019-03-16,Sat
Zur Fetten Ecke,10,2019-03-16,Sat
KitKatClub,9,2019-03-16,Sat
Schwester Martha (ex-Rxxxhaus),9,2019-03-16,Sat
Kulturhaus Kili,8,2019-03-16,Sat
Fitzroy,8,2019-03-16,Sat
Anita Berber,7,2019-03-16,Sat
Süss War Gestern,6,2019-03-16,Sat
Diskothek Melancholie 2,4,2019-03-16,Sat
Kaffee Burger,4,2019-03-16,Sat
Gordon Cafe & Recordstore,4,2019-03-16,Sat
Farbfernseher,4,2019-03-16,Sat
Panke,3,2019-03-16,Sat
Beate Uwe,3,2019-03-16,Sat
Insomnia,3,2019-03-16,Sat
Acud Macht NEU,3,2019-03-16,Sat
Promenaden Eck,3,2019-03-16,Sat
Golden Gate,3,2019-03-16,Sat
Golden Gate,3,2019-03-16,Sat
Maze,3,2019-03-16,Sat
arkaoda Berlin,3,2019-03-16,Sat
F-Club,3,2019-03-16,Sat
ZK/U (Zentrum für Kunst und Urbanistik),2,2019-03-16,Sat
West Germany,2,2019-03-16,Sat
Klunkerkranich,2,2019-03-16,Sat
Cassiopeia,1,2019-03-16,Sat
Hangar 49,1,2019-03-16,Sat
Soda Club,1,2019-03-16,Sat
Solar,1,2019-03-16,Sat
Berghain | Panorama Bar | Säule,209,2019-03-17,Sun
Griessmuehle,69,2019-03-17,Sun
Watergate,67,2019-03-17,Sun
Suicide Circus,62,2019-03-17,Sun
Kater Blau,45,2019-03-17,Sun
Hoppetosse,31,2019-03-17,Sun
Minimal Bar,18,2019-03-17,Sun
Golden Gate,14,2019-03-17,Sun
AVA Club,10,2019-03-17,Sun
Promenaden Eck,3,2019-03-17,Sun
Cassiopeia,2,2019-03-17,Sun
Beate Uwe,2,2019-03-17,Sun
Ficken 3000,2,2019-03-17,Sun
GMF,1,2019-03-17,Sun
Solar,1,2019-03-17,Sun
KitKatClub,1,2019-03-17,Sun
Maze,1,2019-03-17,Sun
Sisyfass,1,2019-03-17,Sun
arkaoda Berlin,1,2019-03-17,Sun
KitKatClub,25,2019-03-18,Mon
Der Weiße Hase,24,2019-03-18,Mon
Tresor,20,2019-03-18,Mon
Crack Bellmer,20,2019-03-18,Mon
Minimal Bar,18,2019-03-18,Mon
So36,11,2019-03-18,Mon
Süss War Gestern,5,2019-03-18,Mon
Minimal Bar,4,2019-03-18,Mon
Loophole,1,2019-03-18,Mon
Columbia Theater,470,2019-03-21,Thu
://about blank,66,2019-03-21,Thu
Berghain | Panorama Bar | Säule,45,2019-03-21,Thu
Diskothek Melancholie 2,29,2019-03-21,Thu
Griessmuehle,27,2019-03-21,Thu
Minimal Bar,22,2019-03-21,Thu
Watergate,20,2019-03-21,Thu
Kater Blau,19,2019-03-21,Thu
Zu Mir Oder Zu Dir,18,2019-03-21,Thu
OHM,18,2019-03-21,Thu
Zeiss Grossplanetarium,16,2019-03-21,Thu
Crack Bellmer,16,2019-03-21,Thu
,13,2019-03-21,Thu
Süss War Gestern,11,2019-03-21,Thu
Void Club,9,2019-03-21,Thu
Farbfernseher,7,2019-03-21,Thu
Acud Macht NEU,6,2019-03-21,Thu
Promenaden Eck,4,2019-03-21,Thu
Roter Salon,4,2019-03-21,Thu
SchneidersLaden,4,2019-03-21,Thu
Velvet Monkeys - Club Berlin,4,2019-03-21,Thu
AVA Club,2,2019-03-21,Thu
Eschschloraque,2,2019-03-21,Thu
Solar,2,2019-03-21,Thu
Golden Gate,2,2019-03-21,Thu
arkaoda Berlin,2,2019-03-21,Thu
arkaoda Berlin,2,2019-03-21,Thu
Zur Klappe,2,2019-03-21,Thu
Kaffee Burger,2,2019-03-21,Thu
Paloma,1,2019-03-21,Thu
Zum Böhmischen Dorf,1,2019-03-21,Thu
Kaffee Burger,1,2019-03-21,Thu
Sage Club,1,2019-03-21,Thu
Beate Uwe,1,2019-03-21,Thu
Griessmuehle,65,2019-03-13,Wed
Watergate,61,2019-03-13,Wed
Maze,50,2019-03-13,Wed
AVA Club,33,2019-03-13,Wed
Tresor,31,2019-03-13,Wed
Süss War Gestern,20,2019-03-13,Wed
Minimal Bar,18,2019-03-13,Wed
Crack Bellmer,15,2019-03-13,Wed
Farbfernseher,14,2019-03-13,Wed
Paloma,9,2019-03-13,Wed
KitKatClub,5,2019-03-13,Wed
Promenaden Eck,4,2019-03-13,Wed
Monarch,3,2019-03-13,Wed
Kaffee Burger,2,2019-03-13,Wed
Cassiopeia,1,2019-03-13,Wed
Solar,1,2019-03-13,Wed
Barkett,1,2019-03-13,Wed
Ritter Butzke,304,2019-03-23,Sat
Griessmuehle,298,2019-03-23,Sat
://about blank,268,2019-03-23,Sat
Berghain | Panorama Bar | Säule,224,2019-03-23,Sat
Gretchen,163,2019-03-23,Sat
Griessmuehle,155,2019-03-23,Sat
Trauma Bar und Kino,129,2019-03-23,Sat
Salon Zur Wilden Renate,118,2019-03-23,Sat
Birgit,103,2019-03-23,Sat
://about blank,85,2019-03-23,Sat
Griessmuehle,64,2019-03-23,Sat
Kater Blau,60,2019-03-23,Sat
Zur Klappe,57,2019-03-23,Sat
Freudenzimmer II,55,2019-03-23,Sat
Der Weiße Hase,50,2019-03-23,Sat
Tresor,49,2019-03-23,Sat
Suicide Circus,49,2019-03-23,Sat
Salon Zur Wilden Renate,44,2019-03-23,Sat
Fitzroy,33,2019-03-23,Sat
AVA Club,33,2019-03-23,Sat
Watergate,29,2019-03-23,Sat
OHM,27,2019-03-23,Sat
Hoppetosse,24,2019-03-23,Sat
Humboldthain Club,22,2019-03-23,Sat
Minimal Bar,21,2019-03-23,Sat
Birgit,21,2019-03-23,Sat
Crack Bellmer,19,2019-03-23,Sat
Anita Berber,16,2019-03-23,Sat
Diskothek Melancholie 2,12,2019-03-23,Sat
Ziegrastraße 11,12,2019-03-23,Sat
Mensch Meier,11,2019-03-23,Sat
Void Club,9,2019-03-23,Sat
Golden Gate,9,2019-03-23,Sat
Paloma,8,2019-03-23,Sat
Ziegrastraße 11,8,2019-03-23,Sat
KitKatClub,7,2019-03-23,Sat
Haus Der Berliner Festspiele,5,2019-03-23,Sat
OYE Records,5,2019-03-23,Sat
Birgit,5,2019-03-23,Sat
BASE MENT,5,2019-03-23,Sat
Kaffee Burger,4,2019-03-23,Sat
Golden Gate,4,2019-03-23,Sat
Phonoclub,4,2019-03-23,Sat
Mensch Meier,4,2019-03-23,Sat
Insomnia,3,2019-03-23,Sat
Promenaden Eck,3,2019-03-23,Sat
Golden Gate,3,2019-03-23,Sat
Burg Schnabel,3,2019-03-23,Sat
Süss War Gestern,3,2019-03-23,Sat
Club der Visionaere,3,2019-03-23,Sat
Acud Macht NEU,3,2019-03-23,Sat
Maze,2,2019-03-23,Sat
Cassiopeia,2,2019-03-23,Sat
Monarch,2,2019-03-23,Sat
Paloma,2,2019-03-23,Sat
Eschschloraque,2,2019-03-23,Sat
Gordon Cafe & Recordstore,2,2019-03-23,Sat
Soda Club,1,2019-03-23,Sat
Solar,1,2019-03-23,Sat
Hangar 49,1,2019-03-23,Sat
Yaam Berlin,1,2019-03-23,Sat
Yaam Berlin,1,2019-03-23,Sat
arkaoda Berlin,1,2019-03-23,Sat
Beate Uwe,1,2019-03-23,Sat
The Liberate,1,2019-03-23,Sat
Loophole,1,2019-03-23,Sat
Sameheads,1,2019-03-23,Sat
F-Club,1,2019-03-23,Sat
Sisyphos,1,2019-03-23,Sat
Suicide Circus,93,2019-03-19,Tue
Crack Bellmer,33,2019-03-19,Tue
Mein Haus Am See,18,2019-03-19,Tue
Minimal Bar,17,2019-03-19,Tue
Süss War Gestern,4,2019-03-19,Tue
Promenaden Eck,3,2019-03-19,Tue
Cassiopeia,2,2019-03-19,Tue
New West Club,2,2019-03-19,Tue
Humboldthain Club,1,2019-03-19,Tue
Badehaus Berlin,1,2019-03-19,Tue
Watergate,89,2019-03-20,Wed
Monarch,85,2019-03-20,Wed
Griessmuehle,74,2019-03-20,Wed
AVA Club,29,2019-03-20,Wed
Paloma,26,2019-03-20,Wed
Minimal Bar,21,2019-03-20,Wed
Süss War Gestern,21,2019-03-20,Wed
Tresor,20,2019-03-20,Wed
Crack Bellmer,15,2019-03-20,Wed
The Reed,4,2019-03-20,Wed
Promenaden Eck,4,2019-03-20,Wed
KitKatClub,3,2019-03-20,Wed
Kaffee Burger,2,2019-03-20,Wed
arkaoda Berlin,2,2019-03-20,Wed
Cassiopeia,1,2019-03-20,Wed
Solar,1,2019-03-20,Wed
Maze,1,2019-03-20,Wed
Suicide Circus,91,2019-03-26,Tue
Minimal Bar,25,2019-03-26,Tue
Gretchen,18,2019-03-26,Tue
Mein Haus Am See,17,2019-03-26,Tue
Crack Bellmer,17,2019-03-26,Tue
Roter Salon,9,2019-03-26,Tue
Haus Der Berliner Festspiele,5,2019-03-26,Tue
Süss War Gestern,4,2019-03-26,Tue
Promenaden Eck,3,2019-03-26,Tue
Radialsystem,3,2019-03-26,Tue
Griessmuehle,2,2019-03-26,Tue
Suicide Circus,2,2019-03-26,Tue
Cassiopeia,1,2019-03-26,Tue
Solar,1,2019-03-26,Tue
Griessmuehle,72,2019-03-27,Wed
Watergate,55,2019-03-27,Wed
AVA Club,33,2019-03-27,Wed
SAE Institute,33,2019-03-27,Wed
Paloma,28,2019-03-27,Wed
Tresor,24,2019-03-27,Wed
Minimal Bar,20,2019-03-27,Wed
Süss War Gestern,19,2019-03-27,Wed
Farbfernseher,9,2019-03-27,Wed
"25hours Hotel Bikini Berlin, 3. Etage",9,2019-03-27,Wed
Roter Salon,9,2019-03-27,Wed
Crack Bellmer,7,2019-03-27,Wed
Gretchen,4,2019-03-27,Wed
KitKatClub,4,2019-03-27,Wed
Promenaden Eck,3,2019-03-27,Wed
Kaffee Burger,3,2019-03-27,Wed
arkaoda Berlin,3,2019-03-27,Wed
Cassiopeia,1,2019-03-27,Wed
Musikbrauerei,1,2019-03-27,Wed
Solar,1,2019-03-27,Wed
Wendel,1,2019-03-27,Wed
Salon Zur Wilden Renate,424,2019-03-28,Thu
://about blank,61,2019-03-28,Thu
Griessmuehle,42,2019-03-28,Thu
Berghain | Panorama Bar | Säule,41,2019-03-28,Thu
Monarch,23,2019-03-28,Thu
Watergate,22,2019-03-28,Thu
Minimal Bar,19,2019-03-28,Thu
Der Weiße Hase,19,2019-03-28,Thu
Golden Gate,18,2019-03-28,Thu
Zu Mir Oder Zu Dir,16,2019-03-28,Thu
Farbfernseher,12,2019-03-28,Thu
Crack Bellmer,12,2019-03-28,Thu
arkaoda Berlin,11,2019-03-28,Thu
Void Club,8,2019-03-28,Thu
AVA Club,7,2019-03-28,Thu
Paloma,6,2019-03-28,Thu
Diskothek Melancholie 2,6,2019-03-28,Thu
Promenaden Eck,4,2019-03-28,Thu
Acud Macht NEU,4,2019-03-28,Thu
Süss War Gestern,3,2019-03-28,Thu
Kaffee Burger,2,2019-03-28,Thu
Sameheads,2,2019-03-28,Thu
Chausseestrasse 131,2,2019-03-28,Thu
Konzerthaus Berlin,1,2019-03-28,Thu
Madame Claude,1,2019-03-28,Thu
Eschschloraque,1,2019-03-28,Thu
Ziegrastraße 11,1,2019-03-28,Thu
Gretchen,292,2019-03-29,Fri
Ritter Butzke,273,2019-03-29,Fri
Griessmuehle,160,2019-03-29,Fri
Suicide Circus,150,2019-03-29,Fri
Salon Zur Wilden Renate,127,2019-03-29,Fri
X Lane,123,2019-03-29,Fri
://about blank,92,2019-03-29,Fri
Arena Club,91,2019-03-29,Fri
Birgit,65,2019-03-29,Fri
Berghain | Panorama Bar | Säule,59,2019-03-29,Fri
Tresor,58,2019-03-29,Fri
Promenaden Eck,53,2019-03-29,Fri
Klunkerkranich,42,2019-03-29,Fri
arkaoda Berlin,35,2019-03-29,Fri
OHM,33,2019-03-29,Fri
Beate Uwe,25,2019-03-29,Fri
Kater Blau,22,2019-03-29,Fri
Hoppetosse,22,2019-03-29,Fri
Ziegrastraße 11,20,2019-03-29,Fri
Köpenicker Strasse 18,20,2019-03-29,Fri
Watergate,19,2019-03-29,Fri
Farbfernseher,19,2019-03-29,Fri
Burg Schnabel,17,2019-03-29,Fri
Paloma,17,2019-03-29,Fri
Kaffee Burger,17,2019-03-29,Fri
Minimal Bar,16,2019-03-29,Fri
Gretchen,15,2019-03-29,Fri
Void Club,15,2019-03-29,Fri
Golden Gate,15,2019-03-29,Fri
Mensch Meier,14,2019-03-29,Fri
Acud Macht NEU,13,2019-03-29,Fri
Crack Bellmer,13,2019-03-29,Fri
Panke,11,2019-03-29,Fri
Diskothek Melancholie 2,10,2019-03-29,Fri
Funkhaus Berlin,8,2019-03-29,Fri
Loophole,8,2019-03-29,Fri
Hangar 49,6,2019-03-29,Fri
AVA Club,5,2019-03-29,Fri
Urban Spree,5,2019-03-29,Fri
Süss War Gestern,4,2019-03-29,Fri
Paloma,4,2019-03-29,Fri
Acud Macht NEU,4,2019-03-29,Fri
Insomnia,3,2019-03-29,Fri
M-Bia,3,2019-03-29,Fri
Yaam Berlin,2,2019-03-29,Fri
Bohnengold,2,2019-03-29,Fri
Zur Klappe,2,2019-03-29,Fri
Sameheads,2,2019-03-29,Fri
Madame Claude,1,2019-03-29,Fri
Soda Club,1,2019-03-29,Fri
Gordon Cafe & Recordstore,1,2019-03-29,Fri
Ficken 3000,1,2019-03-29,Fri
Badehaus Berlin,1,2019-03-29,Fri
Maze,1,2019-03-29,Fri
Cassiopeia,1,2019-03-29,Fri
The 5th Floor,1,2019-03-29,Fri
Griessmuehle,184,2019-03-15,Fri
Tresor,179,2019-03-15,Fri
Salon Zur Wilden Renate,150,2019-03-15,Fri
Salon Zur Wilden Renate,133,2019-03-15,Fri
Ritter Butzke,115,2019-03-15,Fri
Prince Charles,114,2019-03-15,Fri
Burg Schnabel,100,2019-03-15,Fri
Gretchen,84,2019-03-15,Fri
Beate Uwe,79,2019-03-15,Fri
Hoppetosse,72,2019-03-15,Fri
://about blank,63,2019-03-15,Fri
Arena Club,58,2019-03-15,Fri
Suicide Circus,51,2019-03-15,Fri
Birgit,44,2019-03-15,Fri
Acud Macht NEU,42,2019-03-15,Fri
Berghain | Panorama Bar | Säule,40,2019-03-15,Fri
Zur Klappe,35,2019-03-15,Fri
Kater Blau,28,2019-03-15,Fri
Astra Kulturhaus,27,2019-03-15,Fri
Yaam Berlin,26,2019-03-15,Fri
Polygon Club,24,2019-03-15,Fri
Salon Zur Wilden Renate,23,2019-03-15,Fri
OHM,21,2019-03-15,Fri
Watergate,19,2019-03-15,Fri
Minimal Bar,17,2019-03-15,Fri
Paloma,17,2019-03-15,Fri
Kantine am Berghain,16,2019-03-15,Fri
Crack Bellmer,14,2019-03-15,Fri
Anita Berber,11,2019-03-15,Fri
Void Club,10,2019-03-15,Fri
KitKatClub,9,2019-03-15,Fri
Humboldthain Club,9,2019-03-15,Fri
Mensch Meier,6,2019-03-15,Fri
Golden Gate,5,2019-03-15,Fri
AVA Club,5,2019-03-15,Fri
Gordon Cafe & Recordstore,4,2019-03-15,Fri
BASE MENT,4,2019-03-15,Fri
Paloma,3,2019-03-15,Fri
Promenaden Eck,3,2019-03-15,Fri
Der Weiße Hase,3,2019-03-15,Fri
Sameheads,3,2019-03-15,Fri
Planet Flow,3,2019-03-15,Fri
Süss War Gestern,3,2019-03-15,Fri
Untertage Berlin,2,2019-03-15,Fri
Yaam Berlin,2,2019-03-15,Fri
ACUDkunsthaus,2,2019-03-15,Fri
Bohnengold,2,2019-03-15,Fri
arkaoda Berlin,2,2019-03-15,Fri
Monarch,1,2019-03-15,Fri
Soda Club,1,2019-03-15,Fri
Solar,1,2019-03-15,Fri
Cassiopeia,1,2019-03-15,Fri
Ficken 3000,1,2019-03-15,Fri
Crack Bellmer,26,2019-03-15,Fri
Prince Charles,466,2019-03-08,Fri
Griessmuehle,343,2019-03-08,Fri
://about blank,299,2019-03-08,Fri
Ritter Butzke,246,2019-03-08,Fri
Gretchen,127,2019-03-08,Fri
Hoppetosse,108,2019-03-08,Fri
Salon Zur Wilden Renate,81,2019-03-08,Fri
Tresor,77,2019-03-08,Fri
Arena Club,58,2019-03-08,Fri
Berghain | Panorama Bar | Säule,44,2019-03-08,Fri
Suicide Circus,38,2019-03-08,Fri
Kater Blau,38,2019-03-08,Fri
Watergate,30,2019-03-08,Fri
Der Weiße Hase,28,2019-03-08,Fri
Anita Berber,23,2019-03-08,Fri
Humboldthain Club,17,2019-03-08,Fri
Musik & Frieden,16,2019-03-08,Fri
Minimal Bar,15,2019-03-08,Fri
Anomalie Art Club,14,2019-03-08,Fri
Void Club,13,2019-03-08,Fri
Zur Klappe,13,2019-03-08,Fri
Panke,12,2019-03-08,Fri
Paloma,11,2019-03-08,Fri
Sound Kitchen Emma Pea,10,2019-03-08,Fri
Radialsystem,9,2019-03-08,Fri
,9,2019-03-08,Fri
OHM,8,2019-03-08,Fri
Crack Bellmer,8,2019-03-08,Fri
Farbfernseher,7,2019-03-08,Fri
Paloma,6,2019-03-08,Fri
Mensch Meier,6,2019-03-08,Fri
SchneidersLaden,5,2019-03-08,Fri
KitKatClub,5,2019-03-08,Fri
Chausseestrasse 131,5,2019-03-08,Fri
Wildenbruch Bar,5,2019-03-08,Fri
L.U.X.,5,2019-03-08,Fri
Promenaden Eck,5,2019-03-08,Fri
Diskothek Melancholie 2,5,2019-03-08,Fri
Fitzroy,5,2019-03-08,Fri
Maze,4,2019-03-08,Fri
AVA Club,4,2019-03-08,Fri
Trauma Bar und Kino,4,2019-03-08,Fri
Gretchen,3,2019-03-08,Fri
Beate Uwe,3,2019-03-08,Fri
Golden Gate,3,2019-03-08,Fri
It's a Bar,3,2019-03-08,Fri
Bohnengold,3,2019-03-08,Fri
Insomnia,2,2019-03-08,Fri
Süss War Gestern,2,2019-03-08,Fri
Rambazamba Theater (Kulturbrauerei),1,2019-03-08,Fri
Cassiopeia,1,2019-03-08,Fri
Soda Club,1,2019-03-08,Fri
Solar,1,2019-03-08,Fri
Yaam Berlin,1,2019-03-08,Fri
Burg Schnabel,1,2019-03-08,Fri
Gordon Cafe & Recordstore,1,2019-03-08,Fri
Ballhaus Berlin,1,2019-03-08,Fri
arkaoda Berlin,1,2019-03-08,Fri
Aseven,1,2019-03-08,Fri
Polygon Club,26,2019-03-08,Fri
Berghain | Panorama Bar | Säule,224,2019-03-24,Sun
Griessmuehle,88,2019-03-24,Sun
Suicide Circus,67,2019-03-24,Sun
Kater Blau,60,2019-03-24,Sun
Astra Kulturhaus,50,2019-03-24,Sun
Hoppetosse,21,2019-03-24,Sun
Minimal Bar,18,2019-03-24,Sun
HAU Hebbel am Ufer,18,2019-03-24,Sun
AVA Club,11,2019-03-24,Sun
Diskothek Melancholie 2,7,2019-03-24,Sun
Wonder Ballroom,6,2019-03-24,Sun
Promenaden Eck,6,2019-03-24,Sun
Haus Der Berliner Festspiele,5,2019-03-24,Sun
KitKatClub,5,2019-03-24,Sun
Golden Gate,5,2019-03-24,Sun
Haus Der Berliner Festspiele,4,2019-03-24,Sun
GMF,2,2019-03-24,Sun
Maze,2,2019-03-24,Sun
Cassiopeia,1,2019-03-24,Sun
Haus Der Berliner Festspiele,1,2019-03-24,Sun
arkaoda Berlin,1,2019-03-24,Sun
Mein Haus Am See,1,2019-03-24,Sun
Beate Uwe,1,2019-03-24,Sun
Ficken 3000,1,2019-03-24,Sun
Prince Charles,401,2019-03-30,Sat
Berghain | Panorama Bar | Säule,197,2019-03-30,Sat
Suicide Circus,180,2019-03-30,Sat
Griessmuehle,160,2019-03-30,Sat
://about blank,153,2019-03-30,Sat
Kater Blau,132,2019-03-30,Sat
X Lane,123,2019-03-30,Sat
Griessmuehle,119,2019-03-30,Sat
Salon Zur Wilden Renate,83,2019-03-30,Sat
Max-Schmeling-Halle,67,2019-03-30,Sat
Anomalie Art Club,56,2019-03-30,Sat
Arena Club,45,2019-03-30,Sat
Sisyfass,37,2019-03-30,Sat
Kraftwerk Berlin,36,2019-03-30,Sat
Tresor,34,2019-03-30,Sat
Watergate,33,2019-03-30,Sat
Burg Schnabel,31,2019-03-30,Sat
Crack Bellmer,29,2019-03-30,Sat
Beate Uwe,26,2019-03-30,Sat
Diskothek Melancholie 2,23,2019-03-30,Sat
Minimal Bar,21,2019-03-30,Sat
Crack Bellmer,20,2019-03-30,Sat
Golden Gate,19,2019-03-30,Sat
Polygon Club,18,2019-03-30,Sat
OHM,16,2019-03-30,Sat
Golden Gate,15,2019-03-30,Sat
Void Club,14,2019-03-30,Sat
Fiese Remise,14,2019-03-30,Sat
Trauma Bar und Kino,13,2019-03-30,Sat
Mensch Meier,12,2019-03-30,Sat
KitKatClub,11,2019-03-30,Sat
Farbfernseher,11,2019-03-30,Sat
Kulturhaus Kili,10,2019-03-30,Sat
Paloma,9,2019-03-30,Sat
Der Weiße Hase,9,2019-03-30,Sat
Promenaden Eck,8,2019-03-30,Sat
ORWO Haus,6,2019-03-30,Sat
Humboldthain Club,6,2019-03-30,Sat
Repeat,6,2019-03-30,Sat
Bunker Berlin Mitte,6,2019-03-30,Sat
Paloma,5,2019-03-30,Sat
Süss War Gestern,5,2019-03-30,Sat
Anita Berber,5,2019-03-30,Sat
Hoppetosse,4,2019-03-30,Sat
Schwuz,4,2019-03-30,Sat
M-Bia,3,2019-03-30,Sat
Raumklang,3,2019-03-30,Sat
Kaffee Burger,3,2019-03-30,Sat
AVA Club,3,2019-03-30,Sat
Urban Spree,3,2019-03-30,Sat
Club der Visionaere,3,2019-03-30,Sat
My Name Is Barbarella,2,2019-03-30,Sat
Insomnia,2,2019-03-30,Sat
Solar,2,2019-03-30,Sat
Beate Uwe,2,2019-03-30,Sat
West Germany,2,2019-03-30,Sat
arkaoda Berlin,2,2019-03-30,Sat
,2,2019-03-30,Sat
Marla Records,2,2019-03-30,Sat
Ponybar,1,2019-03-30,Sat
Greenhouse Berlin,1,2019-03-30,Sat
Soda Club,1,2019-03-30,Sat
Gordon Cafe & Recordstore,1,2019-03-30,Sat
Cassiopeia,1,2019-03-30,Sat
,1,2019-03-30,Sat
,1,2019-03-30,Sat
Sameheads,1,2019-03-30,Sat
F-Club,1,2019-03-30,Sat
Monarch,1,2019-03-30,Sat
Birgit,289,2019-03-30,Sat
Der Weiße Hase,40,2018-12-17,Mon
KitKatClub,38,2018-12-17,Mon
Tresor,36,2018-12-17,Mon
Crack Bellmer,12,2018-12-17,Mon
Minimal Bar,9,2018-12-17,Mon
Süss War Gestern,6,2018-12-17,Mon
Solar,1,2018-12-17,Mon
Promenaden Eck,1,2018-12-17,Mon
Griessmuehle,63,2019-04-04,Thu
Klunkerkranich,57,2019-04-04,Thu
OHM,55,2019-04-04,Thu
Watergate,46,2019-04-04,Thu
Polygon Club,39,2019-04-04,Thu
Ritter Butzke,38,2019-04-04,Thu
Berghain | Panorama Bar | Säule,28,2019-04-04,Thu
Minimal Bar,18,2019-04-04,Thu
Zu Mir Oder Zu Dir,15,2019-04-04,Thu
Farbfernseher,14,2019-04-04,Thu
Kantine am Berghain,13,2019-04-04,Thu
Crack Bellmer,11,2019-04-04,Thu
Paloma,10,2019-04-04,Thu
AVA Club,9,2019-04-04,Thu
arkaoda Berlin,7,2019-04-04,Thu
"Monarch,Golden Gate,Club der Visionaere,Der Weiße Hase,Süss War Gestern,Gretchen,GM 26,Promenaden Eck,Beate Uwe,Mensch Meier,Latitude Recordshop,Solar,Panke,Void Club","6,5,5,4,3,3,3,2,2,2,1,1,1,1",2019-04-04,Thu
Golden Gate,5,2019-04-04,Thu
Club der Visionaere,5,2019-04-04,Thu
Der Weiße Hase,4,2019-04-04,Thu
Süss War Gestern,3,2019-04-04,Thu
Gretchen,3,2019-04-04,Thu
GM 26,3,2019-04-04,Thu
Promenaden Eck,2,2019-04-04,Thu
Beate Uwe,2,2019-04-04,Thu
Mensch Meier,2,2019-04-04,Thu
Latitude Recordshop,1,2019-04-04,Thu
Solar,1,2019-04-04,Thu
Panke,1,2019-04-04,Thu
Void Club,1,2019-04-04,Thu
KitKatClub,29,2019-03-25,Mon
Der Weiße Hase,27,2019-03-25,Mon
Crack Bellmer,25,2019-03-25,Mon
Minimal Bar,20,2019-03-25,Mon
Tresor,18,2019-03-25,Mon
Haus Der Berliner Festspiele,5,2019-03-25,Mon
Promenaden Eck,3,2019-03-25,Mon
Süss War Gestern,3,2019-03-25,Mon
West Germany,3,2019-03-25,Mon
